date,ndvi,lst,et
2020-04-12T12:44:24,0.6078182833783731,307.06446254099046,2.921319835168327
2020-04-28T12:43:27,0.8765596844783143,295.9708351515621,2.588830461343719
2020-05-14T12:42:29,0.8963752342433947,298.65690210262943,1.9194740636296903
2020-05-30T12:41:30,0.8764676965268894,290.3913514953439,2.277598941006901
2020-06-15T12:40:35,0.8258878918299655,293.2237993914107,1.9744180116564267
2020-07-01T12:39:38,0.8437052812737275,294.8793376905804,1.9633296258329669
2020-07-17T12:38:40,0.8009946470992938,295.79354056281363,2.0840439582395134
2020-08-02T12:37:40,0.7211054437144833,294.8837657003793,2.4212497054462387
2020-08-18T12:36:39,0.4468019584617389,302.91921037792264,2.073929781592455
2020-09-03T12:35:37,0.27359848772191375,303.6918996643471,1.7169589562847976
2020-09-19T12:34:33,0.18076484211366886,311.77421849461314,0.37735588586725344
2020-10-05T12:33:32,0.18556989954800043,313.46685735421727,0.6360655137596024
2020-11-06T12:31:25,0.14392884638529274,314.3092271685275,2.8775899813458876
2021-01-09T12:26:50,,,
2021-01-25T12:25:41,0.7000761907110894,267.9472024675924,4.944359321436806
2021-03-14T12:22:02,0.21110293903185728,309.9838120627875,2.3290141495771555
2021-03-30T12:20:45,0.26507646031354687,312.8719561431827,1.923181336117448
2021-04-15T12:19:25,0.7739656351599454,299.5333996978013,3.532158281753316
2021-05-17T12:16:44,0.8626726064691239,291.89663894203954,2.757284388323997
2021-06-02T12:15:21,0.8204039296573706,292.05408187415196,2.6239393052494377
2021-06-18T12:14:04,0.8468942327116132,293.40786532646445,2.3026345122503207
2021-07-04T12:12:44,0.7996641763651962,291.23462291992513,2.2310289224721416
2021-07-20T12:11:22,0.7599271773004979,290.3859287540859,2.220701951763828
2021-08-05T12:09:57,0.5740423174237733,293.86362120238874,2.526117629217652
2021-08-21T12:08:33,0.3398849466134889,301.53682494790866,1.8736101558628204
2021-09-06T12:07:10,0.22364054608569925,309.487995971319,0.7076851641383892
2021-09-22T12:05:44,0.1840403841523089,316.1125864800318,0.4283070591745938
2021-11-25T11:59:49,0.34325536752763686,309.1773512080108,2.503391913572026
2021-12-27T11:56:46,0.8839612421857065,298.3266937323314,3.628997325629078
2020-01-14T12:55:20,0.9223185012644073,302.0167033021019,4.075005412968966
2020-01-30T12:54:32,0.8574925133868727,290.51405675205257,4.123941800187311
2020-02-15T12:53:43,0.8974432150382194,301.02481454553595,3.7367104670216063
2020-03-18T12:52:00,0.20214806487927053,324.3028772988856,1.5826481857140142
2020-04-03T12:51:06,0.34553348827346336,321.2348565954803,1.9153571339183837
2020-05-05T12:49:13,0.8557719987878499,293.3777946894662,2.7855634921869203
2020-05-21T12:48:14,0.8735931161360776,294.86272521112,2.2666819654322383
2020-06-06T12:47:17,0.875919874809487,297.0920398736914,1.971625694448635
2020-06-22T12:46:21,0.8736291180796801,293.3745212573459,2.015712182634045
2020-07-08T12:45:23,0.849498182509741,296.5431036366984,1.4633013407647015
2020-07-24T12:44:25,0.78520066811278,294.0662319639074,2.104182400740059
2020-08-09T12:43:24,0.4933699098654129,293.25430118998156,1.2104420998749663
2020-08-25T12:42:23,0.37636435646044625,299.8722896343689,2.0256467078208824
2020-09-10T12:41:20,0.20880503357183317,310.573800054198,0.5732566143700308
2020-09-26T12:40:17,0.19254781286869624,315.0720160682543,1.1637058865158185
2020-10-12T12:39:16,,,
2020-11-29T12:35:59,,,
2020-12-15T12:34:47,0.6591426661737925,298.6967230420068,4.766273489305564
2020-12-31T12:33:38,0.9124007700696435,300.7937932124653,4.540669604052572
2021-02-01T12:31:21,,,
2021-03-05T12:28:56,0.3980269203096923,314.2157459935776,2.6657485304169155
2021-03-21T12:27:40,0.1898870024675138,305.526342141516,2.9296452796073296
2021-04-22T12:25:00,0.8701339231961476,297.0588331605324,3.3964636964912316
2021-06-09T12:20:58,0.860966393065113,295.8767301410291,2.295917325449671
2021-06-25T12:19:40,0.8198629312243918,293.89862376929534,2.235542118807367
2021-07-11T12:18:19,0.7757797100222417,292.6714075697595,2.2401930810346102
2021-07-27T12:16:56,0.7175873424183117,295.9389872312369,2.3337638148467343
2021-08-12T12:15:31,0.5242830533586206,299.8036037561116,2.2228128434080765
2021-08-28T12:14:07,0.24854653886762756,302.38284626488195,1.4173563754383018
2021-09-13T12:12:43,0.17618223457497173,299.34290422135683,0.6365424726499581
2021-09-29T12:11:17,,,
2021-10-15T12:09:53,0.1309929577626274,304.2500948742974,3.7321903254249627
2021-12-02T12:05:21,0.5458189735641554,311.1010116957658,3.5411551078913943
2020-01-15T13:09:07,,,
2020-01-31T13:09:01,0.8112891120631756,271.4404375590893,5.099599361914109
2020-02-16T13:08:58,,,
2020-03-19T13:08:45,0.24543965360552372,325.25805795475685,2.0175803334225777
2020-04-04T13:08:36,,,
2020-05-22T13:08:23,0.8924092527000504,295.8809415221237,3.002753223361952
2020-06-07T13:08:30,0.8962051257330977,298.50905755998576,2.541486245434333
2020-06-23T13:08:39,0.8288680275791215,285.22856224150735,2.7669770994213905
2020-07-09T13:08:46,0.8598497808512117,297.99275415272336,2.5962080801006704
2020-07-25T13:08:51,0.8012399115749205,297.77820579203257,2.839944612200441
2020-08-10T13:08:55,0.5687099719505168,296.6424008681024,3.2116738457828977
2020-08-26T13:09:03,0.39122445147784807,302.7632801613665,2.256919225752405
2020-09-11T13:09:10,0.24833799832263118,316.43467688625304,0.7032640644099156
2020-09-27T13:09:14,0.22687631337560968,319.93347680440195,0.752818289087914
2020-10-13T13:09:16,,,
