date,ndvi,et
2020-01-12T13:10:59,0.5926797064591903,5.447563862146007
2020-01-28T13:10:11,0.24709572920330727,1.9974862167586755
2020-02-13T13:09:22,0.4157195289448352,3.250005110149821
2020-02-29T13:08:32,0.7226673786679854,4.967875192959169
2020-04-01T13:06:46,0.8266208510113198,4.652522590246001
2020-04-17T13:05:50,0.8782715981471227,3.389354888079585
2020-05-03T13:04:53,0.717411198311992,3.1696871005460583
2020-05-19T13:03:54,0.3149553629485045,1.5320164355292882
2020-06-04T13:02:57,,
2020-06-20T13:02:01,0.6335897592739891,2.4339279739814996
2020-07-06T13:01:04,,
2020-07-22T13:00:05,0.752086146086051,2.9430520242752687
2020-08-07T12:59:05,0.7076837265734589,2.767013321773397
2020-08-23T12:58:04,0.33338992853759436,1.4557862788911136
2020-09-24T12:55:57,0.2521898783098657,1.6290426159401068
2020-10-10T12:54:57,0.5657525386876618,3.682627965492382
2020-11-11T12:52:49,,
2020-11-27T12:51:41,,
2020-12-29T12:49:20,0.8563223265978628,5.840999096044524
2020-01-04T13:30:52,0.6604640467375654,4.89686196536277
2020-02-05T13:30:44,,
2020-02-21T13:30:40,0.6521641152810254,4.871971877528719
2020-03-08T13:30:35,0.8433089163247129,5.496804446839815
2020-03-24T13:30:26,0.8962206078538542,6.397229795794306
2020-04-09T13:30:18,0.9027512446373894,3.4764973235210586
2020-04-25T13:30:11,0.8271946734980333,4.395719977782064
2020-05-11T13:30:04,0.5047704960708861,2.4757372840933085
2020-05-27T13:30:08,0.2625084028325968,0.6243288765117689
2020-06-12T13:30:17,,
2020-06-28T13:30:26,0.7702647378871635,1.9049383146424417
2020-07-14T13:30:32,0.844484219350151,1.783191171880439
2020-07-30T13:30:37,0.8777174116019831,2.5227639779175908
2020-08-15T13:30:41,0.524672219492238,1.3462778555243413
2020-10-18T13:31:00,0.6931473186606705,5.716254300300382
2020-11-19T13:30:59,0.8665036063598864,6.61203864537406
2020-12-05T13:31:01,0.7613513892336691,5.268426284752236
2020-12-21T13:31:00,0.869333110960156,7.746346070021726
