date,ndvi,et
2020-01-12T13:10:59,0.9129532412739323,7.631304868993713
2020-01-28T13:10:11,0.9297607781990612,6.737191596301439
2020-02-13T13:09:22,0.8476398933046423,5.993586404123879
2020-02-29T13:08:32,0.6835068680372403,4.756683772308101
2020-04-01T13:06:46,0.229155218087798,1.3712104710281054
2020-04-17T13:05:50,0.22037325315971198,0.9175763062585042
2020-05-03T13:04:53,0.2208664698428675,1.013803789740133
2020-05-19T13:03:54,0.3280086004157207,1.6039127290638342
2020-06-04T13:02:57,,
2020-06-20T13:02:01,0.7849473931074544,2.900973747877959
2020-07-06T13:01:04,,
2020-07-22T13:00:05,0.7383299967778242,2.9033560604748736
2020-08-07T12:59:05,0.33294701559471734,1.3892723377637546
2020-08-23T12:58:04,0.2047094141878713,0.8485523715938248
2020-09-24T12:55:57,0.3373634931732642,2.2322714271978454
2020-10-10T12:54:57,0.6946682469910964,4.375886111741206
2020-11-11T12:52:49,0.5512083379661336,4.1874260495690745
2020-11-27T12:51:41,,
2020-12-29T12:49:20,0.823838334833909,5.680499140470267
2020-01-04T13:30:52,,
2020-02-05T13:30:44,,
2020-02-21T13:30:40,0.8743510317912174,6.116992590983353
2020-03-08T13:30:35,0.4194859349641984,3.0291478166845804
2020-03-24T13:30:26,0.24446726095179103,1.9221004721127224
2020-04-09T13:30:18,0.26091621667303855,1.1179987206927302
2020-04-25T13:30:11,0.26749684367576615,1.5451422855385029
2020-05-11T13:30:04,0.2903111509784662,1.4441429816421798
2020-05-27T13:30:08,0.4666289161701509,1.127334869108975
2020-06-12T13:30:17,,
2020-06-28T13:30:26,0.8389312613750026,2.032781025496648
2020-07-14T13:30:32,0.8872293500356302,1.8470641619318449
2020-07-30T13:30:37,0.6903916466298856,2.10520209267526
2020-08-15T13:30:41,0.3950336040435679,1.0195981332685762
2020-10-18T13:31:00,0.8011198114492272,6.396855128621696
2020-11-19T13:30:59,0.8687607464749464,6.628108832964765
2020-12-05T13:31:01,0.8079853958569668,5.5290927827412535
2020-12-21T13:31:00,0.8561133794473856,7.661640160098934
